[ID]->1; [TYPE]->4;		[STATE]->ON;[TEMPERATURE]->18.000000;[X,Y]->1,1;[winProbability]->0.950000;[Failures]->0;[betAmount]->0.000000;[usage]->0
[ID]->2; [TYPE]->1;		[STATE]->ON;[TEMPERATURE]->19.500000;[X,Y]->1,2;[winProbability]->0.950000;[Failures]->0;[betAmount]->2989.000000;[usage]->3
[ID]->3; [TYPE]->4;		[STATE]->ON;[TEMPERATURE]->18.000000;[X,Y]->1,3;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->0
[ID]->4; [TYPE]->1;		[STATE]->ON;[TEMPERATURE]->18.000000;[X,Y]->1,4;[winProbability]->0.950000;[Failures]->0;[betAmount]->0.000000;[usage]->0
[ID]->5; [TYPE]->6;		[STATE]->ON;[TEMPERATURE]->18.500000;[X,Y]->2,1;[winProbability]->0.950000;[Failures]->0;[betAmount]->1580.000000;[usage]->1
[ID]->6; [TYPE]->5;		[STATE]->ON;[TEMPERATURE]->18.500000;[X,Y]->2,2;[winProbability]->0.950000;[Failures]->0;[betAmount]->1074.000000;[usage]->1
[ID]->7; [TYPE]->4;		[STATE]->ON;[TEMPERATURE]->18.500000;[X,Y]->2,3;[winProbability]->0.950000;[Failures]->0;[betAmount]->0.000000;[usage]->1
[ID]->8; [TYPE]->1;		[STATE]->ON;[TEMPERATURE]->18.500000;[X,Y]->2,4;[winProbability]->0.900000;[Failures]->0;[betAmount]->1954.000000;[usage]->1
[ID]->9; [TYPE]->5;		[STATE]->ON;[TEMPERATURE]->18.500000;[X,Y]->3,1;[winProbability]->0.950000;[Failures]->0;[betAmount]->0.000000;[usage]->1
[ID]->10; [TYPE]->6;		[STATE]->ON;[TEMPERATURE]->19.000000;[X,Y]->3,2;[winProbability]->0.900000;[Failures]->0;[betAmount]->4240.000000;[usage]->2
[ID]->11; [TYPE]->4;		[STATE]->ON;[TEMPERATURE]->18.500000;[X,Y]->3,3;[winProbability]->0.950000;[Failures]->0;[betAmount]->0.000000;[usage]->1
[ID]->12; [TYPE]->1;		[STATE]->ON;[TEMPERATURE]->19.000000;[X,Y]->3,4;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->2
[ID]->13; [TYPE]->5;		[STATE]->ON;[TEMPERATURE]->19.000000;[X,Y]->4,1;[winProbability]->0.950000;[Failures]->0;[betAmount]->1767.000000;[usage]->2
[ID]->14; [TYPE]->6;		[STATE]->ON;[TEMPERATURE]->20.000000;[X,Y]->4,2;[winProbability]->0.900000;[Failures]->0;[betAmount]->3651.000000;[usage]->4
[ID]->15; [TYPE]->4;		[STATE]->ON;[TEMPERATURE]->18.000000;[X,Y]->4,3;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->0
[ID]->16; [TYPE]->1;		[STATE]->ON;[TEMPERATURE]->18.500000;[X,Y]->4,4;[winProbability]->0.900000;[Failures]->0;[betAmount]->73.000000;[usage]->1
[ID]->17; [TYPE]->5;		[STATE]->ON;[TEMPERATURE]->18.500000;[X,Y]->5,1;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->1
[ID]->18; [TYPE]->6;		[STATE]->ON;[TEMPERATURE]->19.000000;[X,Y]->5,2;[winProbability]->0.950000;[Failures]->0;[betAmount]->0.000000;[usage]->2
[ID]->19; [TYPE]->4;		[STATE]->ON;[TEMPERATURE]->18.000000;[X,Y]->5,3;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->0
[ID]->20; [TYPE]->1;		[STATE]->ON;[TEMPERATURE]->18.000000;[X,Y]->5,4;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->0
[ID]->21; [TYPE]->5;		[STATE]->ON;[TEMPERATURE]->18.000000;[X,Y]->6,1;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->0
[ID]->22; [TYPE]->6;		[STATE]->ON;[TEMPERATURE]->19.000000;[X,Y]->6,2;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->2
[ID]->23; [TYPE]->4;		[STATE]->ON;[TEMPERATURE]->18.500000;[X,Y]->6,3;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->1
[ID]->24; [TYPE]->1;		[STATE]->ON;[TEMPERATURE]->18.500000;[X,Y]->6,4;[winProbability]->0.950000;[Failures]->0;[betAmount]->1421.000000;[usage]->1
[ID]->25; [TYPE]->5;		[STATE]->ON;[TEMPERATURE]->19.000000;[X,Y]->7,1;[winProbability]->0.900000;[Failures]->1;[betAmount]->1382.000000;[usage]->3
[ID]->26; [TYPE]->6;		[STATE]->ON;[TEMPERATURE]->18.500000;[X,Y]->7,2;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->1
[ID]->27; [TYPE]->4;		[STATE]->ON;[TEMPERATURE]->18.000000;[X,Y]->7,3;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->0
[ID]->28; [TYPE]->1;		[STATE]->ON;[TEMPERATURE]->19.500000;[X,Y]->7,4;[winProbability]->0.900000;[Failures]->0;[betAmount]->2973.000000;[usage]->3
[ID]->29; [TYPE]->5;		[STATE]->ON;[TEMPERATURE]->18.000000;[X,Y]->8,1;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->0
[ID]->30; [TYPE]->6;		[STATE]->ON;[TEMPERATURE]->19.000000;[X,Y]->8,2;[winProbability]->0.950000;[Failures]->0;[betAmount]->2402.000000;[usage]->2
[ID]->31; [TYPE]->4;		[STATE]->ON;[TEMPERATURE]->18.500000;[X,Y]->8,3;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->1
[ID]->32; [TYPE]->1;		[STATE]->ON;[TEMPERATURE]->18.000000;[X,Y]->8,4;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->0
[ID]->48; [TYPE]->1;		[STATE]->ON;[TEMPERATURE]->20.500000;[X,Y]->12,1;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->5
[ID]->49; [TYPE]->5;		[STATE]->ON;[TEMPERATURE]->18.000000;[X,Y]->12,2;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->0
[ID]->50; [TYPE]->6;		[STATE]->ON;[TEMPERATURE]->18.000000;[X,Y]->12,3;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->0
[ID]->51; [TYPE]->4;		[STATE]->ON;[TEMPERATURE]->18.500000;[X,Y]->12,4;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->1
[ID]->52; [TYPE]->1;		[STATE]->ON;[TEMPERATURE]->18.000000;[X,Y]->14,1;[winProbability]->0.200000;[Failures]->1;[betAmount]->1408.000000;[usage]->3
[ID]->53; [TYPE]->5;		[STATE]->ON;[TEMPERATURE]->18.500000;[X,Y]->14,2;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->1
[ID]->54; [TYPE]->6;		[STATE]->ON;[TEMPERATURE]->18.000000;[X,Y]->14,3;[winProbability]->0.950000;[Failures]->0;[betAmount]->0.000000;[usage]->0
[ID]->55; [TYPE]->4;		[STATE]->ON;[TEMPERATURE]->18.500000;[X,Y]->14,4;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->1
[ID]->56; [TYPE]->1;		[STATE]->ON;[TEMPERATURE]->19.000000;[X,Y]->16,1;[winProbability]->0.900000;[Failures]->0;[betAmount]->3553.000000;[usage]->2
[ID]->57; [TYPE]->5;		[STATE]->ON;[TEMPERATURE]->19.000000;[X,Y]->16,2;[winProbability]->0.950000;[Failures]->0;[betAmount]->0.000000;[usage]->2
[ID]->58; [TYPE]->6;		[STATE]->ON;[TEMPERATURE]->18.500000;[X,Y]->16,3;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->1
[ID]->59; [TYPE]->4;		[STATE]->ON;[TEMPERATURE]->18.500000;[X,Y]->16,4;[winProbability]->0.950000;[Failures]->0;[betAmount]->0.000000;[usage]->1
[ID]->60; [TYPE]->1;		[STATE]->ON;[TEMPERATURE]->19.500000;[X,Y]->18,1;[winProbability]->0.950000;[Failures]->0;[betAmount]->0.000000;[usage]->3
[ID]->61; [TYPE]->5;		[STATE]->ON;[TEMPERATURE]->18.500000;[X,Y]->18,2;[winProbability]->0.900000;[Failures]->0;[betAmount]->0.000000;[usage]->1
[ID]->62; [TYPE]->6;		[STATE]->ON;[TEMPERATURE]->18.000000;[X,Y]->18,3;[winProbability]->0.900000;[Failures]->1;[betAmount]->0.000000;[usage]->1
[ID]->63; [TYPE]->4;		[STATE]->ON;[TEMPERATURE]->19.000000;[X,Y]->18,4;[winProbability]->0.950000;[Failures]->0;[betAmount]->0.000000;[usage]->2
[[Users]]
[ID]->609140307; [Age]->59; [Time Spent]->4705469120955555872; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.009773; [Attempts No Money]->1212367181
[ID]->814991297; [Age]->62; [Time Spent]->2314885530818453536; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->4306410362111008964608.000000; [Attempts No Money]->1869370144
[ID]->843818099; [Age]->67; [Time Spent]->3611887284411965472; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->1212367181
[ID]->647507641; [Age]->58; [Time Spent]->2314885530818453514; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->4437387013319531451396390912.000000; [Attempts No Money]->1667855457
[ID]->684741046; [Age]->48; [Time Spent]->738103591474578241; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->3300.580078; [Attempts No Money]->538970624
[ID]->945973986; [Age]->60; [Time Spent]->2314885530818447934; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->538976288
[ID]->499505062; [Age]->21; [Time Spent]->2314885530818453536; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->538976288
[ID]->714448831; [Age]->24; [Time Spent]->4049052725835210784; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->1497112608
[ID]->193433115; [Age]->61; [Time Spent]->0; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->0
[ID]->924118203; [Age]->66; [Time Spent]->0; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->0
[ID]->619247740; [Age]->44; [Time Spent]->99246049874968; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->0
[ID]->384996777; [Age]->26; [Time Spent]->0; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054416366
[ID]->869226304; [Age]->46; [Time Spent]->99246049875160; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->0
[ID]->908038642; [Age]->68; [Time Spent]->0; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054416246
[ID]->683643677; [Age]->22; [Time Spent]->0; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->0
[ID]->423576850; [Age]->52; [Time Spent]->99246049876056; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054399592
[ID]->128786512; [Age]->69; [Time Spent]->99246049875096; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054399016
[ID]->357712942; [Age]->63; [Time Spent]->99246049860002; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054399208
[ID]->637012254; [Age]->70; [Time Spent]->99246049876888; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->616450
[ID]->557244139; [Age]->31; [Time Spent]->99246049860118; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054398760
[ID]->718589156; [Age]->68; [Time Spent]->99246049877336; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->731138
[ID]->995099612; [Age]->20; [Time Spent]->99246049860237; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054398312
[ID]->043001804; [Age]->62; [Time Spent]->99246049877784; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->845826
[ID]->964554935; [Age]->61; [Time Spent]->99246049860357; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054397864
[ID]->264112040; [Age]->46; [Time Spent]->99246049878232; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->960514
[ID]->939454880; [Age]->60; [Time Spent]->99246049860517; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054397416
[ID]->394998981; [Age]->56; [Time Spent]->99246049878680; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->1075202
[ID]->403245174; [Age]->45; [Time Spent]->99246049860636; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054396968
[ID]->466252870; [Age]->68; [Time Spent]->99246049879128; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->1189890
[ID]->162235551; [Age]->49; [Time Spent]->99246049860752; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054396520
[ID]->746821011; [Age]->50; [Time Spent]->99246049875096; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054395880
[ID]->810906213; [Age]->32; [Time Spent]->0; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054415094
[ID]->573442429; [Age]->36; [Time Spent]->99246049875096; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054395432
[ID]->228381178; [Age]->30; [Time Spent]->0; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054414970
[ID]->140130623; [Age]->57; [Time Spent]->99246049875096; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054394984
[ID]->329995175; [Age]->34; [Time Spent]->0; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054414851
[ID]->998081960; [Age]->64; [Time Spent]->99246049875096; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054394536
[ID]->785716051; [Age]->20; [Time Spent]->0; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054414735
[ID]->370626907; [Age]->42; [Time Spent]->99246049875096; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054394088
[ID]->261346026; [Age]->23; [Time Spent]->0; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054414615
[ID]->277969613; [Age]->63; [Time Spent]->99246049875096; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054393640
[ID]->357688797; [Age]->24; [Time Spent]->0; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->0
[ID]->628651921; [Age]->58; [Time Spent]->99246049882328; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054393448
[ID]->787153685; [Age]->69; [Time Spent]->99246049882328; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->0
[ID]->574887335; [Age]->66; [Time Spent]->0; [Prizes Won]->0; [Playing]->No; [Money]->5000.000000; [Bets]->0; [Profit]->0; [Debt]->0.000000; [Attempts No Money]->-2054414286
