Feb  2 2024,11:17:34,[EXECUTING_FUNCTION]: Load,[SHORT-BRIEF]: Error adding machine to casino. Position already taken.
Feb  2 2024,11:17:34,[EXECUTING_FUNCTION]: Load,[SHORT-BRIEF]: Error adding machine to casino. Position already taken.
Feb  2 2024,11:17:34,[EXECUTING_FUNCTION]: Load,[SHORT-BRIEF]: Error adding machine to casino. Position already taken.
Feb  2 2024,11:17:34,[EXECUTING_FUNCTION]: Load,[SHORT-BRIEF]: Error adding machine to casino. Position already taken.
Feb  2 2024,11:17:34,[EXECUTING_FUNCTION]: Load,[SHORT-BRIEF]: Error adding machine to casino. Position already taken.
Feb  2 2024,11:17:34,[EXECUTING_FUNCTION]: Load,[SHORT-BRIEF]: Error adding machine to casino. Position already taken.
Feb  2 2024,11:17:34,[EXECUTING_FUNCTION]: Load,[SHORT-BRIEF]: Error adding machine to casino. Position already taken.
Feb  2 2024,11:17:34,[EXECUTING_FUNCTION]: Load,[SHORT-BRIEF]: Error adding machine to casino. Position already taken.
Feb  2 2024,11:17:34,[EXECUTING_FUNCTION]: Load,[SHORT-BRIEF]: Error adding machine to casino. Position already taken.
Feb  2 2024,11:17:34,[EXECUTING_FUNCTION]: Load,[SHORT-BRIEF]: Error adding machine to casino. Position already taken.
Feb  2 2024,11:17:34,[EXECUTING_FUNCTION]: Load,[SHORT-BRIEF]: Error adding machine to casino. Position already taken.
Feb  2 2024,11:17:34,[EXECUTING_FUNCTION]: Load,[SHORT-BRIEF]: Error adding machine to casino. Position already taken.
Feb  2 2024,11:17:34,[EXECUTING_FUNCTION]: Load,[SHORT-BRIEF]: Error adding machine to casino. Position already taken.
Feb  2 2024,11:17:34,[EXECUTING_FUNCTION]: Load,[SHORT-BRIEF]: Error adding machine to casino. Position already taken.
Feb  2 2024,11:17:34,[EXECUTING_FUNCTION]: Load,[SHORT-BRIEF]: Error adding machine to casino. Position already taken.
Feb  2 2024,11:17:34,[EXECUTING_FUNCTION]: [[EXCEPTION CAUGHT]--[WHILE_TRYING_TO_USE_MACHINE]],[SHORT-BRIEF]: Machine malfunction due to failure in the system hardware.
Feb  2 2024,11:17:34,[EXECUTING_FUNCTION]: [[SHUTTING DOWN MACHINE]],[SHORT-BRIEF]: [[ {6},{ROULETTE} at { [2,2] } with {18.500000º Temperature} ]]
Feb  2 2024,11:17:34,[EXECUTING_FUNCTION]: [[EXCEPTION CAUGHT]--[WHILE_TRYING_TO_USE_MACHINE]],[SHORT-BRIEF]: Machine malfunction due to failure in the system hardware.
Feb  2 2024,11:17:34,[EXECUTING_FUNCTION]: [[SHUTTING DOWN MACHINE]],[SHORT-BRIEF]: [[ {13},{ROULETTE} at { [4,1] } with {18.500000º Temperature} ]]
